구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,CHEM328,생화학Ⅱ,3,2.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,3
전공선택,CHEM452,계산화학,3,2.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,5
전공선택,CHEM453,유기분광화학,4,1.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,3
전공선택,CHEM455,유기합성화학,3,2.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,5
전공선택,CHEM457,나노화학,4,2.0,,,,,3,3,창의적 사고,이과대학,화학과,화학과,,,5
전공선택,CHEM458,물리화학III,4,1.0,,,,,3,3,전문가적 사고,이과대학,화학과,화학과,,,4
전공선택,CHEM461,고분자화학I,3,2.0,,,,,3,3,전문가적 사고,이과대학,화학과,화학과,,,5
전공선택,CHEM462,고분자화학II,4,1.0,,,,,3,3,전문가적 사고,이과대학,화학과,화학과,,,3
전공선택,CHEM464,의약화학,4,1.0,,,,,3,3,전문가적 사고,이과대학,화학과,화학과,,,1
전공선택,CHEM466,생유기화학,4,2.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,3
전공선택,CHEM467,무기화학Ⅲ,4,1.0,,,,,3,3,창의적 사고,이과대학,화학과,화학과,,,0
전공선택,CHEM469,재료화학,4,1.0,,,,,3,3,통합적 사고,이과대학,화학과,화학과,,,4
교직,CHEM391,화학교과교육론,3,,,,,,3,3,,이과대학,화학과,화학과,,,3
교직,SCED303,과학교과논리및논술,3,,,,,,2,2,,이과대학,화학과,이과대학,,,5
교직,CHEM394,화학교과교재연구및지도법,3,,,,,,3,3,,이과대학,화학과,화학과,,,3
전공인정,MATH221,선형대수Ⅰ및연습,2,,,,,,3,3,,이과대학,화학과,수학과,,,5
전공인정,MATH240,미분방정식및연습,2,,,,,,3,3,,이과대학,화학과,수학과,,,5
전공인정,LIST201,세포생물학Ⅰ,2,,,,,,3,3,,이과대학,화학과,생명과학대학,,,5
전공인정,LIST301,분자생물학Ⅰ,3,,,,,,3,3,,이과대학,화학과,생명과학대학,,,5
전공인정,PHYS233,수리물리학,2,,,,,,3,3,,이과대학,화학과,물리학과,,,5
전공인정,PHYS304,현대물리학실험,3,,,,,,2,4,,이과대학,화학과,물리학과,,,4
전공인정,PHYS482,고체물리학,4,,,,,,3,3,,이과대학,화학과,물리학과,,,5
