구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,BSMS409,생물소재저장학,4,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS412,식생활경영,4,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,1
전공선택,BSMS415,식문화및스타일링,4,1.0,,,,,3,4,전문적융합적 사고,,,바이오시스템의과학부,,,0
전공선택,BSMS423,바이오식품재료학,4,1.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,0
전공선택,BSMS212,질병미생물학,2,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,1
전공선택,BSMS302,종양학,3,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,2
전공선택,BSMS303,인간발생학,3,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS304,세균학,3,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,2
전공선택,BSMS305,줄기세포생물학,3,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS324,시스템합성생물학,3,2.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,2
전공선택,BSMS402,항체공학,4,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,1
전공선택,BSMS403,신경과학,4,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS405,바이러스학,4,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS419,인체정보학,4,1.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,0
전공선택,BSMS422,내분비학,4,2.0,,,,,3,3,전문적융합적 사고,,,바이오시스템의과학부,,,2
전공선택,BSMS424,휴먼마이크로바이옴,4,2.0,,,,,3,3,창의적미래예측 문제해결,,,바이오시스템의과학부,,,2
