구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공필수,LIET232,환경생태학,2,2.0,,,,,3,3,사회적 책임,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET235,환경GIS및실습,2,1.0,,,Y,,3,4,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET237,환경정보및계획학실습,2,1.0,,,Y,,3,4,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET241,바이오매스이용학,2,1.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공필수,LIET317,생태공학,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공필수,LIET322,동물다양성과보전,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET349,환경영향평가,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET363,환경생물공학및실험,3,1.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET367,환경과디자인의이해및실습,3,1.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET370,조경표현기법및실습,3,2.0,,,Y,,3,4,공감소통,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET372,생태계생태학및실험,3,2.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET374,조경계획및실습,3,2.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET382,응용미생물학및실험,3,2.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET405,환경생태공학세미나I,4,1.0,,,,,1,1,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET406,환경생태공학세미나II,4,2.0,,,,,1,1,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공필수,LIET408,생태복원공학,4,2.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공필수,LIET414,생태조경설계및실습,4,1.0,,,Y,,3,4,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공필수,LIET415,식물환경학Ⅱ및실험,4,1.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공필수,LIET436,시스템생태학,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET221,미생물자원학,2,1.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET226,환경재료과학,2,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET231,환경곤충학,2,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET239,환경분석화학및실험,2,1.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET253,연안및대양생태학,2,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET311,생태독성학,3,1.0,,,,,3,3,사회적 책임,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET313,환경정책학,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET324,자원순환공학,3,2.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET338,생물재료화학,3,2.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET339,환경생화학,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET341,토양환경공학,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET342,식물환경학Ⅰ,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET354,수서생태학,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET356,목질주거환경,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET365,목재보존과학,3,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET376,균류학및실험,3,2.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET377,조경컴퓨터그래픽실습,3,1.0,,,Y,,3,4,도전적리더,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET378,환경원격탐사및실습,3,2.0,,,Y,,3,4,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,5
