구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,JMCO274,뉴미디어영화론,2,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO275,영상콘텐츠기초제작실습,2,1.0,,,,,3,5,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO276,미디어대본작성,2,2.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO277,저널리즘글쓰기,2,1.0,,,,,3,5,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO279,애널리틱스프로그래밍,1,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO360,대중문화연구,3,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO362,미디어경영,3,2.0,,,,,3,3,글로벌 의사소통,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO363,미디어효과이론,3,1.0,,,,,3,3,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO374,디지털미디어와민주주의프로젝트,3,2.0,,,,,3,3,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO375,광고미디어전략과기획,3,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO376,PR사례연구,3,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO377,미디어기술,3,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO379,미디어산업과융합,3,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO382,엔터테인먼트산업,3,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO384,미디어제작기획,3,2.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO385,미디어비평,3,1.0,,,,,3,3,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO387,영상이론,3,1.0,,,,,3,3,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO389,포토에세이,3,2.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO392,멀티미디어리포팅,3,2.0,,,,,3,5,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO394,다큐멘터리프로덕션,3,2.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
