구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,MATH372,미분기하학Ⅱ,3.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,2
전공선택,MATH374,위상수학II,3.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,4
전공선택,MATH391,딥러닝의수학,3.0,1.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,3
전공선택,MATH392,강화학습의수학,3.0,2.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,2
전공선택,MATH453,실해석학,4.0,1.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,5
전공선택,MATH458,해석학특강,4.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,1
전공선택,MATH462,응용정수론,4.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,3
전공선택,MATH464,조합론,4.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,3
전공선택,MATH469,대수학특강,4.0,1.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,3
전공선택,MATH481,편미분방정식및연습,4.0,1.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,4
전공선택,MATH483,금융수학,4.0,1.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,1
전공선택,MATH484,보험수학,4.0,2.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,2
전공선택,MATH487,응용수학특강,4.0,2.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,5
전공선택,MATH488,확률론특강,4.0,2.0,,,,,3,3,수학적 지식과 사고,이과대학,수학과,수학과,,,2
전공선택,MATH491,인공지능의수학적기법,4.0,1.0,,,,,3,3,미래 변화주도,이과대학,수학과,수학과,,,1
