구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,KHES318,방사선센서,3,2.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES329,신체방어시스템검사,3,1.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES331,방사선안전분석,3,1.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES334,진단혈액학 및 실험,3,2.0,,,,보건의로,3,4,창의적문제해결,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES338,노인보건학및실습,3,2.0,,,,보건의로,3,4,공감소통,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES343,건강과장애,3,1.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES346,임상운동생리학,3,2.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,1
전공선택,KHES347,재활과학개론,3,1.0,,,,보건의로,3,3,공감소통,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES348,재활운동학 및 실습,3,2.0,,,,보건의로,3,4,공감소통,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES405,방사선안전관리학,4,1.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES422,분자세포생물학,4,2.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHES424,진단생리학및실험,4,2.0,,,,보건의로,3,4,도전적리더,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,1
전공선택,KHES426,최신진단의과학,4,2.0,,,,보건의로,3,3,글로벌역량,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,1
전공선택,KHES428,방사선안전평가,4,2.0,,,,보건의로,3,3,융합적사고,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,1
전공선택,KHES437,조직재생및치료인자,4,1.0,,,,보건의로,3,4,창의적문제해결,보건과학대학,보건환경융합과학부,보건환경융합과학부,,,0
전공선택,KHPM414,보건의료관계법규,4,,,,,보건의로,3,3,,보건과학대학,보건환경융합과학부,보건정책관리학부,,,0
