구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,PHYS466,인공지능물리학,4.0,2.0,,,,,3,3,IT 지식과 기술을 활용한 탐구 및 문제해결,이과대학,물리학과,물리학과,,,5
전공선택,PHYS468,우주론,4.0,2.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,3
전공선택,PHYS470,물리학탐구II,3.0,2.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,1
전공선택,PHYS481,광학,4.0,1.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,5
전공선택,PHYS482,고체물리학,4.0,2.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,5
전공선택,PHYS491,생물물리학,4.0,1.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,5
전공선택,PHYS492,핵및입자물리학,4.0,2.0,,,,,3,3,물리법칙을 응용한 독립적 문제해결,이과대학,물리학과,물리학과,,,5
교직,PHYS391,물리교과교육론,3.0,1.0,,,,,3,3,과학적 내용의 표현과 전달,이과대학,물리학과,물리학과,,,4
교직,SCED303,과학교과논리및논술,3.0,,,,,,2,3,,이과대학,물리학과,이과대학,,,5
교직,PHYS394,물리교과교재연구및지도법,3.0,2.0,,,,,3,3,과학적 내용의 표현과 전달,이과대학,물리학과,물리학과,,,4
전공인정,MATH211,해석학I및연습,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH212,해석학II및연습,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH221,선형대수I및연습,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH222,선형대수II및연습,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH240,미분방정식및연습,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH331,미분기하학I,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH372,미분기하학II,,,,,,,3,3,,이과대학,물리학과,수학과,,,2
전공인정,MATH315,복소해석학I,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,MATH358,복소해석학II,,,,,,,3,3,,이과대학,물리학과,수학과,,,5
전공인정,CHEM201,물리화학I,,,,,,,3,3,,이과대학,물리학과,화학과,,,5
전공인정,CHEM202,물리화학II,,,,,,,3,3,,이과대학,물리학과,화학과,,,5
전공인정,COSE221,논리설계,,,,,,,3,3,,이과대학,물리학과,컴퓨터학과,,,5
전공인정,KECE212,물성전자공학,,,,,,,3,3,,이과대학,물리학과,전기전자공학부,,,5
전공인정,KECE331,반도체공학I,,,,,,,3,3,,이과대학,물리학과,전기전자공학부,,,5
전공인정,KECE415,나노전자공학,,,,,,,3,3,,이과대학,물리학과,전기전자공학부,,,4
