구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,EAES404,지화학탐사,4,2.0,,,,,3,3,창의적 사고,이과대학,지구환경과학과,지구환경과학과,,,0
전공선택,EAES405,응용광물학,4,1.0,,,,,3,3,창의적 사고,이과대학,지구환경과학과,지구환경과학과,,,0
전공선택,EAES407,지구원소순환,4,1.0,,,,,3,3,글로벌 리더십,이과대학,지구환경과학과,지구환경과학과,,,5
전공선택,EAES408,원격탐사/GIS,4,2.0,,,,,3,3,문제해결,이과대학,지구환경과학과,지구환경과학과,,,0
전공선택,EAES417,지질방재공학,4,1.0,,,,,3,3,문제해결,이과대학,지구환경과학과,지구환경과학과,,,5
전공선택,EAES418,오염조사/복원,4,2.0,,,,,3,3,문제해결,이과대학,지구환경과학과,지구환경과학과,,,4
전공선택,EAES419,지구환경과학연구Ⅰ,4,1.0,,,,,3,4,글로벌 리더십,이과대학,지구환경과학과,지구환경과학과,,,1
전공선택,EAES420,지구환경과학연구Ⅱ,4,2.0,,,,,3,4,글로벌 리더십,이과대학,지구환경과학과,지구환경과학과,,,1
전공선택,EAES421,현장실습Ⅰ,4,1.0,,,,,3,0,글로벌 리더십,이과대학,지구환경과학과,지구환경과학과,,,0
전공선택,EAES422,현장실습Ⅱ,4,2.0,,,,,3,0,글로벌 리더십,이과대학,지구환경과학과,지구환경과학과,,,0
교직,EAES311,지질학,3,1.0,,,,,2,2,융합적 사고,이과대학,지구환경과학과,지구환경과학과,,,3
교직,EAES391,지구과학교과교육론,3,1.0,,,,,3,3,의사소통,이과대학,지구환경과학과,지구환경과학과,,,5
교직,SCED303,과학교과논리및논술,3,,,,,,2,2,,이과대학,지구환경과학과,이과대학,,,5
교직,EAES394,지구과학교과교재연구및지도법,3,2.0,,,,,3,3,의사소통,이과대학,지구환경과학과,지구환경과학과,,,4
교직,EAES412,우주과학,4,2.0,,,,,2,2,융합적 사고,이과대학,지구환경과학과,지구환경과학과,,,3
